IssueID,ConversationURL,Label,Model,TokensOfPrompts,TokensOfAnswers,PrimaryLanguage,Dev Sentiment Scores,GPT Sentiment Scores,Dev Sentiment Labels,GPT Sentiment Labels,Dev Sentiment EMA,GPT Sentiment EMA
22be65b2,https://chat.openai.com/share/40ace8a2-9e26-4611-b837-09475ea7c52d,Troubleshooting,GPT-4,1788,1976,Java,"[-0.00030526367481797934, -0.00045269510883372277, -0.0005581520745181479]","[-0.0018644638039404526, -0.0010729688292485662, -0.001327391786617227]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0004685657331719,-0.0013980540516058
21cac4ce,https://chat.openai.com/share/cd07ffba-a996-43bb-a26c-167090d9348f,Synthesis,GPT-3.5,548,6366,JavaScript,"[-9.354723442811519e-05, 1.5386176528409123e-05, -0.9960812132194405, -0.0008596224652137607, 1.724405592540279e-05, 1.1214229743927717e-05, -0.00012817301467293873]","[7.346292841248214e-05, -2.7895934181287885e-05, -2.7185713406652212e-05, -0.0023666189081268385, 0.0007582702019135468, 0.00016831276298034936, 0.00011085269215982407]","['Neutral', 'Neutral', 'Negative', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0789254958846292,-7.443134316531541e-05
20c7c1f2,https://chat.openai.com/share/9ffe8416-29b0-4652-8cba-d85689fe4e70,Ideation,GPT-3.5,307,2305,Python,"[2.133529051207006e-06, 1.6747508198022842e-06, -0.0003265145351178944, -0.005881979795958614, -0.001169637056591455, 1.057003828464076e-05, -0.0007015878145466559, -0.026997283101081848]","[4.472682485356927e-05, -0.0001293578534387052, -0.013612387818284333, 0.9986629965278553, 0.0002603073080535978, 0.9986579249707574, 0.9980157009013055, 0.9952899455674924]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Positive', 'Positive', 'Positive']",-0.0067400700059766,0.6083035204874631
20b42b93,https://chat.openai.com/share/c947b738-ee7d-419c-af90-bc84e90987da,Ideation,GPT-4,106,1319,Python,"[4.676035314332694e-05, -5.4069496400188655e-05, -9.142926865024492e-05, 0.019901511463103816, -9.73077621893026e-05, 2.8120470233261585e-05]","[-0.0003621049254434183, 2.24695832002908e-05, -6.406919419532642e-05, 3.0063019949011505e-05, -0.00014364763046614826, 0.9996337999764364]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']",0.0028844237502998,0.2855123959368341
205140ca,https://chat.openai.com/share/3727054b-5519-4170-97fa-ba85ecae86ac,Synthesis,GPT-3.5,17458,21694,TypeScript,"[-2.1612198906950653e-05, 0.0002225453281425871, -0.0002447341976221651, 0.00013522539666155353, -0.00040295444341609254, 5.9393642004579306e-05, 5.9393642004579306e-05, 5.9393642004579306e-05, 5.9393642004579306e-05, 5.9393642004579306e-05, 5.9393642004579306e-05, 0.00013155633496353403, -0.00040295444341609254, 1.989153679460287e-05, 6.652231240877882e-05, 7.736729457974434e-06, -0.0012508904401329346, 0.00011783430090872571, -0.00036431673652259633, 0.0001721200897009112, -0.0004295666003599763, 3.69225672329776e-05, 2.0916791982017457e-05, -4.295776307117194e-06, -1.1275653378106654e-05, 0.6906696393270977]","[-0.9986123068374582, 0.9995649215998128, 0.9868375627193018, 0.0036819321176153608, 0.016922208480536938, 0.10328410520742182, 0.9991479507589247, 0.02910583166521974, 0.10041462039225735, 0.9991068824965623, 0.2785999546467792, 0.002772291532892268, -6.060717714717612e-05, -0.0002608930954011157, -0.0002608930954011157, -0.00013288982881931588, -0.00013288982881931588, -0.00013288982881931588, 0.0006654516982962377, 0.0006654516982962377, 0.9989131468682899, -0.00022258963872445747, 0.00015002914005890489, 0.8314269689144567, 7.562192331533879e-05, 7.562192331533879e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']","['Negative', 'Positive', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral']",0.0510864037879895,0.0313231778918396
200fa3bb,https://chat.openai.com/share/a8ebdfcb-a0af-4db0-96ca-06e37ac25964,Understanding,GPT-4,26,867,Python,"[-2.9503455152735114e-05, -6.87645297148265e-05]","[-8.926227019401267e-05, -7.09676169208251e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-5.5677504860796034e-05,-7.706583467855428e-05
1f890f7d,https://chat.openai.com/share/63b9f510-2ccc-4691-9e2b-3f45dfdd1f2d,Refractoring,GPT-4-GIZMO,1980,1631,Python,"[-4.9843991291709244e-05, 0.00011229127994738519, 4.4218926632311195e-05]","[7.048634870443493e-05, -8.616503328084946e-05, 0.00014590995851904154]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",3.772128548007458e-05,6.903530811541714e-05
1f2bfeb6,https://chat.openai.com/share/6805b199-a9e5-421d-bbd7-5f4b8b3c59bb,Understanding,GPT-4,69,389,TypeScript,[-1.2705990229733288e-05],[-0.0012446121691027656],['Neutral'],['Neutral'],-1.2705990229733288e-05,-0.0012446121691027
1ded9b44,https://chat.openai.com/share/af3a11b8-5672-4f12-8982-151970872ce6,Troubleshooting,GPT-4,967,586,JavaScript,[-0.00030712660372955725],[-0.00024227270478149876],['Neutral'],['Neutral'],-0.0003071266037295,-0.0002422727047814
1d4f9f70,https://chat.openai.com/share/93ed3d48-2e8e-41da-8397-17bcc9b4672c,Troubleshooting,GPT-3.5,1982,2004,Python,"[-0.001303657190874219, -0.0001561724639032036, 7.199681567726657e-05]","[-2.1211868443060666e-05, -8.486308070132509e-05, 0.0013784307884634472]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0003289590058557,0.0006626966569456
1aca4010,https://chat.openai.com/share/3b804a18-c795-41e6-8254-335e340e9347,Synthesis,GPT-3.5,81,1111,Java,"[-1.2849297490902245e-05, 5.1790193538181484e-05]","[-4.066833935212344e-05, 0.9938120023725787]","['Neutral', 'Neutral']","['Neutral', 'Positive']",3.02436965284869e-05,0.662527778801935
1a6c3e0d,https://chat.openai.com/share/3c59d0ed-8861-4ee7-9d35-abe80b7f6b97,Ideation,GPT-4,285,711,C++,[-0.001370202146063093],[-0.0010091917574754916],['Neutral'],['Neutral'],-0.001370202146063,-0.0010091917574754
1a63f50d,https://chat.openai.com/share/4a9044d5-32d5-486f-a585-b70d97ac6346,Troubleshooting,GPT-4,417,1667,TypeScript,"[-0.0004251972568454221, -0.00018470807117410004, -3.906508209183812e-05]","[-0.002122334612067789, 0.0004226181481499225, -5.685760697815567e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0001720088730507,-0.0004533579194685
19d518e0,https://chat.openai.com/share/c148dafe-6660-44e3-8fc6-f1bfb3e7e03d,Refractoring,GPT-3.5,125,260,Python,[-0.9214001408909098],[0.00015639086632290855],['Negative'],['Neutral'],-0.9214001408909098,0.0001563908663229
1844b69f,https://chat.openai.com/share/6d2cf27c-1323-4136-942b-81952b7b9380,Synthesis,GPT-3.5,84,1098,Python,"[-0.00016188921290449798, -0.0001531002635601908]","[3.566427039913833e-06, 0.00011020757665392011]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001560299133416,7.466052678258468e-05
17883abc,https://chat.openai.com/share/127078f3-fc60-415c-8c2e-4b583c36f695,Refractoring,GPT-3.5,156,402,Python,[-0.00016647917072987184],[0.0024408061653957702],['Neutral'],['Neutral'],-0.0001664791707298,0.0024408061653957
161334c3,https://chat.openai.com/share/6471db26-d1aa-4e76-bd69-73206ba70ad4,Troubleshooting,GPT-4,4589,2670,C#,"[-0.003210667819075752, -0.0228948260191828, -0.00010407403897261247, -0.0005806264161947183, -0.0002778890629997477, -5.772873555542901e-05, 1.7878708604257554e-05]","[2.148408384528011e-05, 0.9063997777120676, 4.332070966484025e-05, -0.00015979336603777483, 7.084250682964921e-06, -7.376914436463267e-05, -4.0964034269563854e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0020445952477476,0.0537405497342255
1271c4fc,https://chat.openai.com/share/4c3df48f-27fe-493e-86ac-37124e975a13,Other,GPT-3.5,1678,3315,Python,"[-0.00017489822494098917, 7.321024895645678e-05, 7.221301348181441e-05, -9.570095426170155e-05]","[7.798589649610221e-06, 7.798589649610221e-06, 0.0015451258441316895, 0.0003507299115881324]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-4.8184999206569046e-05,0.0005139296595007
11aafa12,https://chat.openai.com/share/bdc7c9e5-7e50-452b-a697-5c0518dc3454,Other,GPT-4,35,526,Python,[-7.90220801718533e-05],[-6.970584217924625e-05],['Neutral'],['Neutral'],-7.90220801718533e-05,-6.970584217924625e-05
10c8300c,https://chat.openai.com/share/51fe5b13-86a1-4ebe-809d-a71d7d284cab,Troubleshooting,GPT-3.5,62,345,C++,[-0.0012521932112576906],[-1.7099693650379777e-05],['Neutral'],['Neutral'],-0.0012521932112576,-1.7099693650379777e-05
1028cdb9,https://chat.openai.com/share/e21a8cb8-e8ad-415e-96d6-d2bf9629e052,Ideation,GPT-3.5,20,612,TypeScript,[3.049183578696102e-05],[-1.6123121895361692e-05],['Neutral'],['Neutral'],3.049183578696102e-05,-1.6123121895361692e-05
1003c9be,https://chat.openai.com/share/95f63b24-fbfb-4a3c-a179-dd74740658ac,Understanding,GPT-4,15110,18810,Python,"[-0.002568207317381166, -0.00019856326252920553, -0.0002636252720549237, 0.001718729268759489, -0.00013279317499836907, -0.0010385298228356987, -0.8982985518669011, -0.0002894192875828594, -0.0004721764489659108, -5.579587013926357e-05, 0.7766341753304005, -0.00022468086535809562, -0.0012594898616953287, 3.861742152366787e-05, -0.0002736539099714719, -0.0014048156008357182, -0.00022296339011518285, -0.0001584060664754361, -0.00021168185776332393, -0.00026909911684924737, -0.0002919168837252073, -0.00017682693942333572, -9.912619134411216e-07, -0.00031486568332184106, -0.00020161895372439176, -0.00016055900778155774, -0.00029508770967368037, -0.00027607357333181426, -0.0003552160706021823, -0.00032532468321733177, 0.0011338323893141933, -0.0004750931839225814, -0.00028858354198746383, -0.00046402279622270726, 8.940824773162603e-05, -0.00040211457962868735, -1.2514930858742446e-05, -0.00026889549917541444, 0.001718729268759489, -0.00015479284047614783, -0.000267213188635651]","[0.0010278106201440096, -0.003500763006741181, 0.00018467656627763063, 0.06984694598941132, 8.886172145139426e-05, -0.00016891368431970477, 7.237611134769395e-05, -4.691215872298926e-05, -0.00020671397942351177, -7.770056981826201e-05, 0.9993790356929821, 0.00012616511230589822, -0.00017127492901636288, 1.4968100003898144e-06, -0.00014129849296296015, -0.0038554874481633306, -5.89794508414343e-05, -0.00035310314706293866, -0.00015484102914342657, -9.855842654360458e-05, -0.00022271332272794098, -0.00014595358516089618, 0.8411005823581945, -7.379156886599958e-05, -6.350377225317061e-05, 1.9615617929957807e-05, -8.747629181016237e-05, -0.00010089579882333055, -0.00011912560148630291, -0.00019287160830572248, -0.00012162166240159422, -0.0023019613145152107, -0.003619212489866186, -0.007493542303564027, -0.0006924658300704323, 0.000228894867177587, -1.971298479475081e-05, 8.125028398353606e-05, 0.00041997319203801453, -0.00017737896996550262, -0.0003448819334153086]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Negative', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-4.424349359794459e-05,0.027765823819263
0fd40ff7,https://chat.openai.com/share/27e5de99-faf3-4e4d-8a4a-0432961d8587,Ideation,GPT-4,646,2627,Python,"[-0.00035587882302934304, -0.00019340139988344163, -0.00013522760855266824, -0.00010260908311465755, -0.00020090809266548604]","[-0.00021175477013457566, -0.00019014483405044302, -0.00018336833454668522, -0.0001366902797599323, -0.00015071750385686755]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0001992035267679,-0.0001683883043077
0c008807,https://chat.openai.com/share/597dc52e-97d9-4af1-a6a1-861b38675a16,Synthesis,GPT-4-CODE-INTERPRETER,52,36,TypeScript,[5.7866782299242914e-05],[4.735739639727399e-05],['Neutral'],['Neutral'],5.7866782299242914e-05,4.735739639727399e-05
0b9360ca,https://chat.openai.com/share/f30dd8ca-ef1b-4722-a019-d6b866669db1,Ideation,GPT-4,238,1640,C#,"[-8.28893025754951e-05, 0.0001551903405925259, -7.06898863427341e-05, -2.113365917466581e-05, -2.6246772904414684e-05, -4.5436427171807736e-05, -2.771848812699318e-05]","[-0.00013140199735062197, 6.348390888888389e-05, 0.05468856054358184, -1.2740856618620455e-06, 4.804536729352549e-05, -2.8365437174215913e-05, 0.0002265771254315041]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-3.25061918591274e-05,0.0043642778801658
0b1c33d8,https://chat.openai.com/share/b9873d04-5978-489f-8c6b-4b948db7724d,Troubleshooting,GPT-4-CODE-INTERPRETER,568,1038,Python,"[-0.00026382018404547125, -1.5340920072048903e-06, -0.000173104002897162]","[0.00011100754636572674, 0.00011100754636572674, -0.018087008225847967]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0001528905704617,-0.0089880003397411
0ab221dc,https://chat.openai.com/share/2126f678-76d2-464f-ada1-2d4d3d28b775,Troubleshooting,GPT-4,224,563,TypeScript,[-0.0007235743723867927],[-8.203614561352879e-05],['Neutral'],['Neutral'],-0.0007235743723867,-8.203614561352879e-05
0aaa25d4,https://chat.openai.com/share/7089929a-32d3-4729-b1f6-40962f5c53c9,Other,GPT-4,104,1214,Python,"[7.903843652456999e-06, 0.0003686790441861376, -1.862791395979002e-05]","[-2.1056235709693283e-05, 0.013818541410728358, 7.64476862968877e-06]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",8.483176497975364e-05,0.0034531936780695
0960c48f,https://chat.openai.com/share/5fbe07f4-446c-4f8d-8b42-a30763040c91,Ideation,GPT-3.5,50,350,TypeScript,[-4.392031405586749e-05],[-7.722521695541218e-05],['Neutral'],['Neutral'],-4.392031405586749e-05,-7.722521695541218e-05
09116d99,https://chat.openai.com/share/e47f1906-932a-485c-8aa3-321970cd7f4a,Synthesis,GPT-4-CODE-INTERPRETER,114,670,Python,"[-1.4363286027219146e-05, 0.0001209992406074889]","[0.0001089816796593368, 0.000305400368233677]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",7.587839839591955e-05,0.0002399274720422
090634b0,https://chat.openai.com/share/0709fc72-0b64-4ce6-85f6-69690aab8618,Refractoring,GPT-4,848,978,JavaScript,[-0.0004120175144635141],[6.168336403788999e-05],['Neutral'],['Neutral'],-0.0004120175144635,6.168336403788999e-05
089fc0ce,https://chat.openai.com/share/09e00c0d-b9eb-4ba2-ba52-bca3b1b21188,Refractoring,GPT-4O,4395,2261,Java,[-0.00038381991907954216],[-0.0001038273549056612],['Neutral'],['Neutral'],-0.0003838199190795,-0.0001038273549056
06b55085,https://chat.openai.com/share/0b88a403-c1fb-480c-9807-f8bed0db5e93,Synthesis,GPT-4,34,1201,TypeScript,"[-3.3713775337673724e-05, 2.3066342691890895e-05]","[-0.000254933831456583, 0.0013077656403766014]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",4.139636682036022e-06,0.0007868658164322
0665a6af,https://chat.openai.com/share/0f7330fd-9663-43b0-9552-61dd2457bf1a,Synthesis,GPT-3.5,304,7134,JavaScript,"[6.271236634347588e-05, 0.0002326048634131439, 1.288008934352547e-05, 4.314541001804173e-05, -5.2141695050522685e-06, 7.111242302926257e-05, -5.33611309947446e-05, -8.254587010014802e-05, -0.11962146393489093, -0.00013141056842869148]","[0.04289802981656976, 0.0019458483875496313, 0.0008454057824565098, 0.015463702395209111, 0.5350409075908829, 0.636089840088971, 0.9818162984010996, 0.004895438818493858, 0.06670182943344116, 0.029790800603223033]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Positive', 'Positive', 'Neutral', 'Neutral', 'Neutral']",-0.0178070108583705,0.2092024709791858
034f78a5,https://chat.openai.com/share/c3002890-b16a-4c54-9a27-24419e37fcde,Validation,GPT-4,43,529,C#,[-0.00013155843407730572],[-6.0541045968420804e-05],['Neutral'],['Neutral'],-0.0001315584340773,-6.05410459684208e-05
02e07eda,https://chat.openai.com/share/30317463-1a6f-4354-8810-44cf36ef97ad,Refractoring,GPT-3.5,198,345,Python,[-0.00015107991930563003],[0.05962039821315557],['Neutral'],['Neutral'],-0.0001510799193056,0.0596203982131555
02bceeb9,https://chat.openai.com/share/23309695-b169-40f1-929a-0de38bbf29f3,Troubleshooting,GPT-3.5,167,224,Python,[5.8148507378064096e-05],[-3.434549580560997e-05],['Neutral'],['Neutral'],5.8148507378064096e-05,-3.434549580560997e-05
02306fb6,https://chat.openai.com/share/8f2c3f01-02d2-4a19-88f5-15913964c136,Refractoring,GPT-3.5,768,1440,C++,"[-0.00032079932134365663, -1.5268102288246155e-05]","[8.50083670229651e-05, 0.0015420534473378211]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001171118419733,0.0010563717538995
00855d45,https://chat.openai.com/share/5957a1d5-b470-4d7d-9a95-c368f1841cca,Other,GPT-4,21,980,Python,[0.00014353985170600936],[0.9843355824996252],['Neutral'],['Positive'],0.000143539851706,0.9843355824996252
00754aba,https://chat.openai.com/share/6a69c8e7-29de-4b56-9ce2-211dc046fa5c,Validation,GPT-4,92,697,Python,"[-2.1971427486278117e-05, 0.9994120545234182]","[-0.00016101030632853508, -9.336155198980123e-05]","['Neutral', 'Positive']","['Neutral', 'Neutral']",0.66626737920645,-0.0001159111367693
88616382,https://chat.openai.com/share/8fd70cd6-703c-4a9c-831c-5793f1c86632,Understanding,GPT-4,703,4647,Python,"[-7.202642154879868e-05, -4.996778443455696e-06, 3.857369301840663e-05, -0.0006882377892907243, -0.00012012650404358283, -0.0003383980438229628, -6.448450585594401e-05, -0.00014572337386198342, 1.339794835075736e-06, -0.0002537598556955345, -0.00036946250475011766]","[-9.287029388360679e-05, 7.20553653081879e-05, 0.008262026989541482, -0.000149183273606468, -7.91036436567083e-05, -4.12048539146781e-05, -0.9926158014277462, -0.00019458437600405887, -0.00014628167264163494, -2.6195011741947383e-05, -0.00011516379163367674]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Negative', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0001875866342808,-0.0795470749158725
85967058,https://chat.openai.com/share/f24a3d0f-8b58-46c5-b65f-5a72a28d4027,Troubleshooting,GPT-4,462,134,Python,[-9.792188939172775e-05],[0.00012635985331144184],['Neutral'],['Neutral'],-9.792188939172776e-05,0.0001263598533114
77936714,https://chat.openai.com/share/720c1c30-6ee6-444b-b3b4-48eaec04bcd4,Synthesis,GPT-3.5,21,816,Python,"[-2.458364178892225e-06, 1.4958342944737524e-05]","[-0.00014819913485553116, 6.750527973053977e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",9.152773903527606e-06,-4.396191798150546e-06
77323195,https://chat.openai.com/share/7c39121a-a5b0-46b8-b623-a95d78d71ef1,Troubleshooting,GPT-4-MOBILE,44,824,TypeScript,"[-5.231161048868671e-05, -0.16455821139970794, -6.833404768258333e-06, 6.4432897488586605e-06]","[-2.4793771444819868e-06, -0.0024320419906871393, 0.00011527360038599, -0.00014819442003499717]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0237067444506683,-0.0003823616960435
74845472,https://chat.openai.com/share/0455a2fe-1dd4-483b-86e5-b05e025ad485,Understanding,GPT-4,976,2008,TypeScript,"[-0.0003931226165150292, -0.00038590132317040116, -1.6280246200039983e-05, -0.9952990166566451]","[-7.140154048101977e-05, -0.00020367781689856201, -7.268164335982874e-05, -0.00015118955343496054]","['Neutral', 'Neutral', 'Neutral', 'Negative']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.3982639981974498,-0.0001226717541576
69730199,https://chat.openai.com/share/425a2879-ccfd-48f4-a359-8c39e073a256,Understanding,GPT-4-CODE-INTERPRETER,761,7956,Python,"[-1.1474185157567263e-07, -3.0514194804709405e-05, 0.8915350834140554, -1.7801314243115485e-05, -0.00011318892939016223, -7.20471070962958e-05, -7.237453974084929e-05, -0.015816571558389114, -2.151985972886905e-05, 8.56543192639947e-05, 2.0105682779103518e-05]","[-9.246970876120031e-05, -9.246970876120031e-05, -9.246970876120031e-05, -0.00016971339209703729, -0.00016971339209703729, -0.00016971339209703729, -9.21581158763729e-05, -8.021188114071265e-05, -6.893388490425423e-05, 0.00020479924569372088, -5.468142626341432e-05]","['Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.0330255401661051,-5.403102565287282e-05
43561215,https://chat.openai.com/share/664b626d-8255-429b-8e0a-6390087affd0,Synthesis,GPT-4-CODE-INTERPRETER,10,692,JavaScript,"[-4.360166349215433e-05, 0.9993291350983782]","[-0.00013451030827127397, 0.9997283370685182]","['Neutral', 'Positive']","['Neutral', 'Positive']",0.666204889511088,0.666440721276255
7953356,https://chat.openai.com/share/3cea18f6-7a03-4498-8e94-324f145eebb3,Ideation,GPT-3.5,352,471,Python,[-0.9434298033520463],[4.2973653762601316e-05],['Negative'],['Neutral'],-0.9434298033520464,4.297365376260132e-05
